db,native,term_name,pvalue,significant,description,term_size,query_size,overlap,effective_domain_size,precision,recall,query,parents,term_id,fdr,intersection_genes
GO:BP,GO:0000278,mitotic cell cycle,3.0147124806297232e-05,True,"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194]",892,10,7,21026,0.7,0.007847533632286996,query_1,['GO:0007049'],GO:0000278,,
GO:BP,GO:0051252,regulation of RNA metabolic process,3.1643958212268505e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",3687,10,10,21026,1.0,0.0027122321670735015,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']",GO:0051252,,
GO:BP,GO:0001934,positive regulation of protein phosphorylation,3.2175947782155475e-05,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]",483,10,6,21026,0.6,0.012422360248447204,query_1,"['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']",GO:0001934,,
GO:BP,GO:0016049,cell growth,3.297696789267939e-05,True,"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]",485,10,6,21026,0.6,0.012371134020618556,query_1,"['GO:0009987', 'GO:0040007']",GO:0016049,,
GO:BP,GO:0043069,negative regulation of programmed cell death,3.33156422705034e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",905,10,7,21026,0.7,0.0077348066298342545,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048523']",GO:0043069,,
GO:MF,GO:0140096,"catalytic activity, acting on a protein",3.375273749083891e-05,True,"""Catalytic activity that acts to modify a protein."" [GOC:molecular_function_refactoring, GOC:pdt]",2849,10,9,20246,0.9,0.003159003159003159,query_1,['GO:0003824'],GO:0140096,,
GO:BP,GO:0006974,DNA damage response,3.408581624898034e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]",908,10,7,21026,0.7,0.007709251101321586,query_1,['GO:0033554'],GO:0006974,,
KEGG,KEGG:05161,Hepatitis B,3.41580300258529e-05,True,Hepatitis B,162,10,5,8484,0.5,0.030864197530864196,query_1,['KEGG:00000'],KEGG:05161,,
GO:BP,GO:0007346,regulation of mitotic cell cycle,3.59118895816759e-05,True,"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",492,10,6,21026,0.6,0.012195121951219513,query_1,"['GO:0000278', 'GO:0051726']",GO:0007346,,
GO:BP,GO:0045930,negative regulation of mitotic cell cycle,3.765239815953632e-05,True,"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",225,10,5,21026,0.5,0.022222222222222223,query_1,"['GO:0000278', 'GO:0007346', 'GO:0045786']",GO:0045930,,
GO:BP,GO:1902893,regulation of miRNA transcription,3.785291699369918e-05,True,"""Any process that modulates the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]",76,10,4,21026,0.4,0.05263157894736842,query_1,"['GO:0006355', 'GO:0061614', 'GO:2000628']",GO:1902893,,
REAC,REAC:R-HSA-5633007,Regulation of TP53 Activity,3.985670471493443e-05,True,Regulation of TP53 Activity,160,10,5,11004,0.5,0.03125,query_1,['REAC:R-HSA-3700989'],REAC:R-HSA-5633007,,
GO:BP,GO:0040007,growth,3.9914294948720766e-05,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]",929,10,7,21026,0.7,0.007534983853606028,query_1,['GO:0008150'],GO:0040007,,
GO:BP,GO:0061614,miRNA transcription,3.991791300685543e-05,True,"""The cellular synthesis of microRNA (miRNA) transcripts. MicroRNA genes are synthesized as primary (pri) miRNA transcripts and subsequently processed to produce the ~22nt miRNAs that function in gene regulation."" [GOC:dph, GOC:kmv, PMID:18778799]",77,10,4,21026,0.4,0.05194805194805195,query_1,"['GO:0006351', 'GO:0010586']",GO:0061614,,
GO:BP,GO:0050793,regulation of developmental process,4.17461913838993e-05,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2457,10,9,21026,0.9,0.003663003663003663,query_1,"['GO:0032502', 'GO:0050789']",GO:0050793,,
GO:BP,GO:0042327,positive regulation of phosphorylation,4.2433513225856946e-05,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]",506,10,6,21026,0.6,0.011857707509881422,query_1,"['GO:0016310', 'GO:0042325', 'GO:0045937']",GO:0042327,,
KEGG,KEGG:05221,Acute myeloid leukemia,4.4169338249344275e-05,True,Acute myeloid leukemia,67,10,4,8484,0.4,0.05970149253731343,query_1,['KEGG:00000'],KEGG:05221,,
GO:BP,GO:0045595,regulation of cell differentiation,4.4708381023783725e-05,True,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",1576,10,8,21026,0.8,0.005076142131979695,query_1,"['GO:0030154', 'GO:0050793', 'GO:0050794']",GO:0045595,,
GO:BP,GO:0008284,positive regulation of cell population proliferation,4.79409400191433e-05,True,"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]",954,10,7,21026,0.7,0.007337526205450734,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048522']",GO:0008284,,
GO:BP,GO:0019220,regulation of phosphate metabolic process,4.863853396091578e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",956,10,7,21026,0.7,0.007322175732217573,query_1,"['GO:0006796', 'GO:0051174']",GO:0019220,,
GO:BP,GO:0051174,regulation of phosphorus metabolic process,4.89905610908163e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",957,10,7,21026,0.7,0.0073145245559038665,query_1,"['GO:0006793', 'GO:0019222']",GO:0051174,,
GO:BP,GO:0080135,regulation of cellular response to stress,4.933961316526244e-05,True,"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]",519,10,6,21026,0.6,0.011560693641618497,query_1,"['GO:0033554', 'GO:0050794', 'GO:0080134']",GO:0080135,,
KEGG,KEGG:05223,Non-small cell lung cancer,5.9116856746615785e-05,True,Non-small cell lung cancer,72,10,4,8484,0.4,0.05555555555555555,query_1,['KEGG:00000'],KEGG:05223,,
KEGG,KEGG:01524,Platinum drug resistance,5.9116856746615785e-05,True,Platinum drug resistance,72,10,4,8484,0.4,0.05555555555555555,query_1,['KEGG:00000'],KEGG:01524,,
REAC,REAC:R-HSA-3700989,Transcriptional Regulation by TP53,5.974609215606607e-05,True,Transcriptional Regulation by TP53,359,10,6,11004,0.6,0.016713091922005572,query_1,['REAC:R-HSA-212436'],REAC:R-HSA-3700989,,
GO:BP,GO:0006950,response to stress,6.275984580347724e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3948,10,10,21026,1.0,0.0025329280648429585,query_1,['GO:0050896'],GO:0006950,,
GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,6.977367131708143e-05,True,"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",3990,10,10,21026,1.0,0.002506265664160401,query_1,"['GO:0006139', 'GO:0080090']",GO:0019219,,
GO:BP,GO:0044087,regulation of cellular component biogenesis,7.152360040074771e-05,True,"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",1011,10,7,21026,0.7,0.006923837784371909,query_1,"['GO:0044085', 'GO:0050794']",GO:0044087,,
KEGG,KEGG:05220,Chronic myeloid leukemia,7.355532011607945e-05,True,Chronic myeloid leukemia,76,10,4,8484,0.4,0.05263157894736842,query_1,['KEGG:00000'],KEGG:05220,,
GO:BP,GO:2000628,regulation of miRNA metabolic process,7.514716897844393e-05,True,"""Any process that modulates the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]",90,10,4,21026,0.4,0.044444444444444446,query_1,"['GO:0010586', 'GO:0051252']",GO:2000628,,
GO:BP,GO:0042127,regulation of cell population proliferation,7.567357884462435e-05,True,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",1685,10,8,21026,0.8,0.004747774480712166,query_1,"['GO:0008283', 'GO:0050794']",GO:0042127,,
GO:BP,GO:0045937,positive regulation of phosphate metabolic process,7.74961530410258e-05,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",560,10,6,21026,0.6,0.010714285714285714,query_1,"['GO:0006796', 'GO:0010562', 'GO:0019220']",GO:0045937,,
GO:BP,GO:0010562,positive regulation of phosphorus metabolic process,7.74961530410258e-05,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",560,10,6,21026,0.6,0.010714285714285714,query_1,"['GO:0006793', 'GO:0009893', 'GO:0051174']",GO:0010562,,
GO:BP,GO:0045893,positive regulation of DNA-templated transcription,8.001600094455088e-05,True,"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",1697,10,8,21026,0.8,0.004714201532115498,query_1,"['GO:0006351', 'GO:0006355', 'GO:1902680']",GO:0045893,,
GO:BP,GO:1902680,positive regulation of RNA biosynthetic process,8.076041677540582e-05,True,"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",1699,10,8,21026,0.8,0.004708652148322542,query_1,"['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']",GO:1902680,,
GO:BP,GO:0010001,glial cell differentiation,8.363746534414623e-05,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."" [GOC:go_curators, GOC:mtg_sensu]",264,10,5,21026,0.5,0.01893939393939394,query_1,"['GO:0030154', 'GO:0042063']",GO:0010001,,
GO:BP,GO:0009887,animal organ morphogenesis,8.806056140511416e-05,True,"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]",1042,10,7,21026,0.7,0.0067178502879078695,query_1,"['GO:0009653', 'GO:0048513']",GO:0009887,,
GO:BP,GO:0031399,regulation of protein modification process,9.221429373686416e-05,True,"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",1049,10,7,21026,0.7,0.00667302192564347,query_1,"['GO:0036211', 'GO:0051246']",GO:0031399,,
GO:BP,GO:0009891,positive regulation of biosynthetic process,9.528419288654604e-05,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2696,10,9,21026,0.9,0.0033382789317507417,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']",GO:0009891,,
GO:BP,GO:0009653,anatomical structure morphogenesis,0.00010075555814617791,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2713,10,9,21026,0.9,0.003317360855141909,query_1,"['GO:0032502', 'GO:0048856']",GO:0009653,,
KEGG,KEGG:04510,Focal adhesion,0.0001021884543690083,True,Focal adhesion,202,10,5,8484,0.5,0.024752475247524754,query_1,['KEGG:00000'],KEGG:04510,,
GO:MF,GO:0004672,protein kinase activity,0.0001114119086797499,True,"""Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."" [PMID:25399640]",786,10,6,20246,0.6,0.007633587786259542,query_1,"['GO:0016301', 'GO:0016773', 'GO:0140096']",GO:0004672,,
GO:BP,GO:1901698,response to nitrogen compound,0.00011267576552481814,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",1080,10,7,21026,0.7,0.006481481481481481,query_1,['GO:0042221'],GO:1901698,,
GO:BP,GO:0051726,regulation of cell cycle,0.00011779551779453517,True,"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]",1087,10,7,21026,0.7,0.006439742410303588,query_1,"['GO:0007049', 'GO:0050794']",GO:0051726,,
GO:BP,GO:0007507,heart development,0.0001225449403074608,True,"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]",605,10,6,21026,0.6,0.009917355371900827,query_1,"['GO:0048513', 'GO:0072359']",GO:0007507,,
GO:BP,GO:0010647,positive regulation of cell communication,0.00012437943714810158,True,"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1795,10,8,21026,0.8,0.004456824512534819,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048522']",GO:0010647,,
GO:BP,GO:0023056,positive regulation of signaling,0.00012492452587024665,True,"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1796,10,8,21026,0.8,0.004454342984409799,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048518']",GO:0023056,,
